Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
1,11.0,7,9,3,17,8.0,6.14,5.65,6.67,15,127,14,35,86,5,15,34,S,1,31.0,M,H,38770.0
1,11.0,1,1,1,1,15.0,15.0,15.0,15.0,20,20,8,29,13,5,6,5,F,0,39.0,F,H,59396.0
1,11.0,5,7,3,5,10.0,8.4,8.14,8.33,19,49,12,32,41,6,15,16,A,1,69.0,M,H,40389.0
0,11.0,2,6,0,2,15.0,12.5,10.33,11.67,17,78,8,22,38,4,4,14,A,0,83.0,F,H,40389.0
1,11.0,2,9,1,19,12.0,11.0,8.36,10.0,20,128,11,28,95,4,12,32,A,1,67.0,F,U,40389.0
1,11.0,4,9,2,3,10.0,9.25,9.0,9.5,18,44,12,34,38,6,17,17,A,0,71.0,F,U,36503.0
0,11.0,1,10,0,6,25.0,13.0,10.0,11.67,18,93,13,35,66,6,6,27,A,1,56.0,M,U,40224.0
0,11.0,2,14,0,7,10.0,9.0,5.86,11.67,16,126,11,29,64,4,4,26,A,1,82.0,F,U,37083.0
1,11.0,2,6,0,1,20.0,17.5,13.33,11.67,16,86,13,31,63,5,5,20,A,1,60.0,M,H,36529.0
1,11.0,2,2,0,0,15.0,12.5,12.5,11.67,19,27,11,25,21,5,5,10,A,0,71.0,F,H,39231.0
0,11.0,1,4,0,3,20.0,20.0,13.0,11.67,18,52,12,31,43,6,6,19,A,1,67.0,M,H,42861.0
1,11.0,6,6,3,3,10.0,8.17,8.17,6.67,18,35,13,31,30,6,15,13,A,0,50.0,F,U,40622.0
0,11.0,2,15,0,9,10.0,10.0,7.17,11.67,18,127,11,30,68,4,4,28,A,1,27.0,F,U,44284.5
1,11.0,2,3,0,1,20.0,15.0,11.67,11.67,19,54,14,27,34,6,6,12,A,0,74.0,F,U,40417.0
0,11.0,4,12,3,8,12.0,12.5,8.25,12.67,17,105,9,24,53,4,11,21,S,1,83.0,F,U,44063.0
0,11.0,1,2,0,1,14.0,13.0,10.0,11.67,18,45,13,32,37,6,6,15,A,0,57.0,M,U,40417.0
0,11.0,4,17,3,12,25.0,23.75,12.82,11.0,15,126,13,33,77,6,16,32,A,1,86.0,M,U,41760.0
0,11.0,3,3,0,0,20.0,14.0,14.0,11.67,19,32,12,26,26,6,6,10,A,0,35.0,F,U,44284.5
0,11.0,2,11,0,8,20.0,18.5,8.82,11.67,18,125,14,34,65,6,6,27,A,1,68.0,F,H,39750.0
1,11.0,3,23,5,11,5.0,5.5,4.43,5.4,15,88,11,27,57,5,14,24,S,1,67.0,M,H,28409.0
0,11.0,3,12,5,6,9.0,10.11,9.75,10.0,15,41,14,33,38,6,15,14,A,1,28.0,M,H,44409.0
1,11.0,1,8,1,1,15.0,15.0,19.5,15.0,18,37,12,32,50,5,7,6,F,0,60.0,F,U,35833.0
0,11.0,3,21,6,11,5.0,3.33,3.38,3.67,17,78,13,34,58,6,16,24,S,1,69.0,F,U,37659.0
1,11.0,3,5,0,1,10.0,12.33,11.4,11.67,17,40,13,33,35,6,6,14,A,0,80.0,M,H,37659.0
0,11.0,2,9,1,5,20.0,20.0,13.89,20.0,23,77,12,32,59,6,16,24,A,0,37.0,M,U,37659.0
1,11.0,2,19,1,12,3.0,4.0,2.58,5.0,19,128,9,23,59,4,9,24,S,1,27.0,F,H,41530.0
0,11.0,2,22,1,11,15.0,17.5,9.0,20.0,16,130,10,29,71,4,13,28,S,1,60.0,U,U,41289.0
1,11.0,3,15,1,8,20.0,15.0,10.27,20.0,21,112,12,33,75,6,17,34,A,1,75.0,F,U,31172.0
0,11.0,3,12,3,9,4.0,10.0,8.0,10.0,18,74,13,32,58,6,16,22,S,1,40.0,M,H,32647.0
1,11.0,1,10,1,6,15.0,15.0,9.8,15.0,16,113,15,34,68,6,15,27,A,1,58.0,M,H,39750.0
0,11.0,3,5,1,1,20.0,13.33,13.0,20.0,17,40,8,30,33,4,15,14,A,0,46.0,M,H,140286.0
1,11.0,2,9,2,5,21.0,19.5,13.56,19.5,19,64,13,34,56,6,17,22,A,1,39.0,F,H,140286.0
1,11.0,3,8,2,5,25.0,23.33,16.5,11.0,24,53,12,32,44,6,17,19,S,1,57.0,M,H,55923.0
0,11.0,2,4,0,1,14.0,13.0,10.0,11.67,15,77,13,27,36,6,6,15,A,0,53.0,M,H,55923.0
1,11.0,3,3,1,1,13.0,10.0,10.0,5.0,18,26,12,25,22,6,12,10,N,0,80.0,M,H,82506.0
0,11.0,3,3,1,1,20.0,23.33,23.33,20.0,18,24,14,25,24,6,11,9,N,0,17.0,F,H,82506.0
1,11.0,3,12,1,6,10.0,10.0,7.75,10.0,16,56,14,34,51,6,15,20,S,1,50.0,F,H,82506.0
0,11.0,2,3,2,3,15.0,11.0,9.0,11.0,23,40,10,28,30,4,11,11,A,0,71.0,M,H,82506.0
0,11.0,2,10,1,6,25.0,21.0,11.9,17.0,18,112,13,34,66,6,16,28,A,1,60.0,F,H,51925.0
1,11.0,3,6,1,3,9.0,13.67,9.83,9.0,21,53,10,30,39,5,15,16,A,0,77.0,F,H,101095.0
1,11.0,3,5,3,3,25.0,13.0,10.0,11.0,16,57,15,37,52,6,17,21,A,0,57.0,F,U,44284.5
1,11.0,2,18,1,4,25.0,25.0,24.78,11.0,18,143,12,29,104,6,15,26,A,1,86.0,F,U,101095.0
0,11.0,1,1,1,1,25.0,25.0,25.0,11.0,17,17,11,16,14,5,7,6,F,0,72.0,M,H,42249.0
0,11.0,2,11,2,6,15.0,15.0,11.0,15.0,24,87,10,30,60,5,14,23,A,1,79.0,M,U,42249.0
0,11.0,3,16,6,8,6.0,6.67,6.38,7.0,15,44,15,36,41,6,17,17,S,1,60.0,M,U,75543.0
1,11.0,3,19,6,10,25.0,20.13,18.42,20.17,18,53,12,29,78,5,21,26,A,1,38.0,F,H,75543.0
1,11.0,2,14,0,9,5.0,7.5,8.21,11.67,15,105,10,27,64,4,4,23,A,1,35.0,M,H,80831.0
1,11.0,2,2,1,1,15.0,10.0,10.0,5.0,19,24,12,23,21,6,11,9,N,0,40.0,F,H,62944.0
0,11.0,3,14,1,10,11.0,11.67,6.93,11.0,15,100,13,32,65,5,13,24,S,1,87.0,F,H,49642.0
1,11.0,6,14,1,6,9.0,7.83,5.79,9.0,17,90,13,33,59,6,16,25,A,0,74.0,M,H,49642.0
0,11.0,2,6,2,3,21.0,18.0,10.67,18.0,22,124,12,30,47,6,15,19,A,0,37.0,F,H,49642.0
1,11.0,3,9,1,5,19.0,13.38,10.63,13.22,18,125,12,29,49,5,22,43,S,1,60.0,F,U,44284.5
0,11.0,4,13,3,5,6.0,12.0,10.08,11.67,15,63,12,29,87,5,15,21,A,0,74.0,M,H,56843.0
0,11.0,2,2,0,0,20.0,12.5,12.5,11.67,21,32,10,23,24,4,4,8,A,0,52.0,M,H,56843.0
1,11.0,2,17,1,9,10.0,10.0,7.94,10.0,24,130,10,29,69,4,12,27,A,1,70.0,F,U,44284.5
0,11.0,1,1,0,0,14.0,13.0,10.0,11.67,20,20,11,17,16,5,5,6,F,0,40.0,M,H,56843.0
1,11.0,4,4,2,2,10.0,11.25,11.25,10.0,15,29,14,28,25,6,13,11,A,0,66.0,F,H,56843.0
0,11.0,2,4,1,1,17.0,18.5,15.5,20.0,19,40,13,34,37,6,16,15,A,0,82.0,F,U,56543.0
0,11.0,1,2,0,0,25.0,25.0,17.5,11.67,18,35,13,28,25,6,6,11,A,0,51.0,F,H,77675.0
1,11.0,2,4,2,4,16.0,13.0,9.5,13.0,21,44,12,29,33,6,14,14,A,1,39.0,F,H,49486.0
1,11.0,1,21,1,11,17.0,17.0,5.57,17.0,26,94,9,26,59,4,11,23,A,1,46.0,F,U,45583.0
0,11.0,4,18,3,11,10.0,15.0,12.56,13.33,24,104,12,33,72,5,15,28,A,1,55.0,F,H,51534.0
1,11.0,4,5,3,3,3.0,7.5,6.6,6.0,24,29,11,27,25,5,13,11,A,0,29.0,M,U,50957.0
0,11.0,5,24,5,11,17.0,15.6,14.75,15.6,20,69,14,35,62,6,17,24,S,1,50.0,M,U,49688.0
0,11.0,2,3,2,2,15.0,16.0,15.67,16.0,18,29,12,31,29,6,12,11,A,0,49.0,M,H,49688.0
0,11.0,3,8,1,1,3.0,7.33,6.63,10.0,18,52,12,39,45,7,15,15,A,0,60.0,F,U,51268.0
0,11.0,4,29,3,18,30.0,30.0,16.48,11.0,15,129,13,35,86,6,17,34,S,1,52.0,F,H,51268.0
1,11.0,4,4,0,0,17.0,11.0,11.0,11.67,15,32,11,26,26,5,5,10,A,1,50.0,M,H,55918.0
1,11.0,3,9,4,17,3.0,4.78,3.57,5.0,15,109,13,35,73,6,17,30,S,1,60.0,M,H,41382.0
1,11.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,66.0,M,H,41382.0
0,11.0,1,11,1,8,20.0,20.0,8.82,20.0,16,108,13,32,67,6,15,32,A,1,75.0,M,H,41382.0
0,11.0,3,18,5,13,5.0,5.0,5.0,5.0,16,105,8,27,61,4,13,24,S,1,74.0,F,H,45932.0
0,11.0,4,12,2,8,10.0,6.75,5.42,7.5,16,105,14,34,58,6,15,26,A,0,67.0,U,H,45932.0
1,11.0,1,8,1,7,15.0,15.0,9.63,15.0,17,125,11,29,65,4,12,29,A,0,69.0,F,U,47489.0
0,11.0,4,6,3,4,17.0,11.5,10.0,9.67,18,41,13,31,33,6,15,14,S,1,65.0,F,H,47489.0
1,11.0,2,16,1,10,10.0,18.0,10.13,16.0,23,127,11,32,71,5,15,32,A,1,60.0,M,H,60176.0
0,11.0,3,4,2,3,18.0,17.67,17.75,21.5,11,20,12,29,29,5,12,11,F,1,56.0,F,U,43021.0
0,11.0,3,21,1,14,10.0,10.0,7.0,10.0,15,126,12,30,72,5,13,31,S,1,60.0,F,U,42265.0
0,11.0,5,11,3,5,10.0,16.0,14.27,15.0,15,57,12,29,60,5,22,27,N,0,74.0,M,U,26944.0
0,11.0,2,21,0,13,15.0,13.5,6.14,11.67,18,130,13,33,71,6,6,31,A,1,70.0,F,U,44284.5
1,11.0,2,14,0,6,20.0,22.5,19.29,11.67,19,119,8,24,56,4,4,20,A,1,74.0,M,H,42580.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,10,17,15,4,7,6,F,0,50.0,M,H,42580.0
0,11.0,3,28,2,19,10.0,14.0,10.5,15.0,18,129,12,29,95,5,19,35,S,1,86.0,F,H,42580.0
0,11.0,2,7,1,3,14.0,14.0,18.29,14.0,16,101,13,30,65,6,14,28,A,0,70.0,M,H,29229.0
1,11.0,3,15,2,11,5.0,6.33,5.47,6.0,16,126,12,25,59,5,10,26,S,1,80.0,F,H,37080.0
0,11.0,4,17,2,13,12.0,10.5,9.53,10.0,18,130,12,42,85,5,18,35,F,1,46.0,M,H,37080.0
0,11.0,1,7,1,4,20.0,20.0,13.14,20.0,20,75,15,29,73,5,10,25,A,0,57.0,F,H,37080.0
0,11.0,3,9,6,5,10.0,5.0,4.08,5.0,18,129,14,34,84,6,17,34,S,1,60.0,F,U,44284.5
0,11.0,3,18,2,11,11.0,15.33,10.72,20.5,15,116,12,28,67,5,11,23,S,1,59.0,F,U,26733.0
0,11.0,3,4,2,2,35.0,28.33,10.0,11.0,18,21,12,35,35,5,16,14,N,1,69.0,F,H,26733.0
0,11.0,5,17,2,8,15.0,13.2,9.71,11.5,19,130,12,36,86,5,13,30,S,1,48.0,F,H,67291.0
1,11.0,1,1,1,1,20.0,20.0,20.0,20.0,23,23,8,29,13,5,6,5,N,0,48.0,F,H,77857.0
0,11.0,3,16,2,10,5.0,8.33,6.56,7.5,15,126,10,29,63,4,12,27,A,1,44.0,M,H,52582.0
1,11.0,2,8,1,4,25.0,30.0,10.0,11.0,20,105,13,35,65,6,17,28,A,0,31.0,M,H,52582.0
1,11.0,4,4,3,3,32.0,28.0,10.0,11.0,15,26,14,27,26,6,13,11,N,1,25.0,F,U,52582.0
1,11.0,5,10,4,7,3.0,5.2,4.0,5.75,17,56,12,30,42,6,15,18,S,1,43.0,F,H,46353.0
0,11.0,5,9,4,5,9.0,8.6,8.76,8.25,23,127,12,33,82,5,16,32,S,1,66.0,M,H,64599.0
0,11.0,3,10,2,6,30.0,26.67,20.0,11.0,18,89,13,35,65,6,17,26,A,1,60.0,F,U,44284.5
1,11.0,2,9,2,7,15.0,20.5,13.44,20.5,10,105,12,29,84,5,15,25,A,1,86.0,F,U,44284.5
0,11.0,4,4,3,3,10.0,9.75,9.75,8.0,17,29,13,26,24,6,12,10,A,1,60.0,M,H,73034.0
0,11.0,2,5,2,3,10.0,10.0,8.4,10.0,19,45,12,29,34,6,14,14,A,0,40.0,M,H,70270.0
1,11.0,5,16,2,4,5.0,4.0,2.81,4.0,15,110,12,40,66,6,13,21,A,0,65.0,M,H,70270.0
0,11.0,4,22,4,19,11.0,9.0,7.57,9.0,17,110,12,29,46,5,5,18,E,1,60.0,F,U,44284.5
1,11.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,29,13,5,6,5,F,0,47.0,M,H,53349.0
0,11.0,1,1,0,0,20.0,20.0,20.0,11.67,20,20,11,18,16,4,4,6,F,0,41.0,F,U,53735.0
0,11.0,1,1,0,0,15.0,15.0,15.0,11.67,16,16,12,17,14,4,4,5,F,0,60.0,F,U,44284.5
1,11.0,7,24,4,16,5.0,4.86,4.0,4.5,17,122,13,32,70,6,17,32,S,1,84.0,M,H,34587.0
0,11.0,1,5,0,3,25.0,16.0,13.4,11.67,17,56,13,32,44,6,6,17,S,1,37.0,F,U,34587.0
0,11.0,4,27,4,19,10.0,6.25,8.07,6.25,17,110,13,32,82,6,15,29,S,1,69.0,M,H,44278.0
0,11.0,5,11,4,7,10.0,10.0,7.73,10.0,16,76,14,34,57,6,17,22,S,1,35.0,F,H,44853.0
0,11.0,3,3,3,3,13.0,11.67,11.67,11.67,16,23,14,25,23,6,11,9,N,1,77.0,M,H,103465.0
0,11.0,6,28,3,13,14.0,13.0,10.0,11.0,17,123,14,36,85,6,17,32,S,1,73.0,M,U,44747.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,24,24,12,17,15,5,7,6,N,0,45.0,M,U,69112.0
0,11.0,6,15,2,4,20.0,13.33,10.67,15.0,15,86,15,37,66,6,17,26,A,0,56.0,F,H,69112.0
0,11.0,1,1,1,1,25.0,25.0,25.0,11.0,23,23,10,17,15,4,7,6,N,0,69.0,F,H,55939.0
1,11.0,3,4,1,1,5.0,6.67,5.5,5.0,17,40,12,22,21,5,9,8,A,0,60.0,F,U,44284.5
0,11.0,1,6,0,1,25.0,25.0,18.33,11.67,19,75,13,34,54,6,6,22,A,0,77.0,F,U,68338.0
0,11.0,4,5,1,2,15.0,15.0,14.0,10.0,15,41,10,30,32,4,14,13,A,1,76.0,F,H,68338.0
1,11.0,2,2,2,2,25.0,15.0,15.0,15.0,17,21,13,21,19,6,10,8,N,0,62.0,F,H,72040.0
0,11.0,3,6,3,4,20.0,12.33,13.67,12.33,16,45,12,41,63,5,12,14,A,1,54.0,M,H,72040.0
1,11.0,4,25,2,12,17.0,15.0,14.72,15.0,18,122,12,38,90,7,15,32,S,1,79.0,M,H,39460.0
1,11.0,5,16,2,7,10.0,12.8,9.63,11.0,15,120,14,36,75,6,17,33,A,1,39.0,F,U,44284.5
1,11.0,1,5,1,4,17.0,17.0,13.8,17.0,18,78,10,24,45,4,10,18,A,0,40.0,M,H,62117.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,55.0,M,H,62117.0
1,11.0,4,13,2,8,10.0,8.75,8.23,10.0,17,92,13,34,67,6,16,25,S,1,57.0,F,H,84201.0
1,11.0,2,15,1,9,10.0,12.5,13.8,15.0,18,128,13,33,79,5,14,31,A,1,69.0,F,H,65037.0
0,11.0,3,26,5,17,5.0,5.0,3.96,4.6,15,127,12,40,86,5,21,36,S,1,37.0,U,U,65037.0
1,11.0,6,25,5,19,5.0,5.0,4.4,5.0,19,129,12,32,80,5,14,30,S,1,69.0,F,H,43250.0
0,11.0,1,2,0,0,17.0,17.0,16.0,11.67,18,43,9,24,30,5,3,11,A,0,60.0,M,H,43250.0
0,11.0,2,4,1,2,17.0,18.5,14.25,20.0,26,75,11,30,30,5,14,13,A,0,33.0,U,U,58850.0
0,11.0,5,14,4,7,5.0,8.8,7.5,8.5,24,69,8,25,49,5,15,20,A,1,73.0,F,H,37308.0
0,11.0,3,9,1,15,6.0,7.23,5.94,6.63,17,89,13,33,61,6,17,26,S,1,34.0,F,U,37308.0
0,11.0,4,24,2,13,5.0,5.0,3.21,5.0,10,125,12,38,72,6,14,29,S,1,64.0,M,H,37308.0
1,11.0,5,27,1,10,6.0,6.8,6.3,8.0,15,130,15,36,84,6,17,32,S,1,71.0,F,U,40976.0
0,11.0,3,10,2,7,15.0,15.0,12.6,14.0,24,67,12,33,55,6,16,21,S,1,77.0,F,H,41330.0
1,11.0,5,10,2,3,10.0,7.6,6.1,7.5,15,85,13,31,48,5,13,19,S,1,60.0,M,U,22500.0
1,11.0,5,17,2,8,10.0,9.6,6.83,10.0,20,110,13,35,73,6,17,31,A,1,54.0,M,H,30673.0
1,11.0,4,6,1,3,8.0,7.5,6.33,8.0,16,57,14,29,42,6,12,15,A,0,81.0,F,U,30673.0
1,11.0,5,12,1,2,3.0,4.0,3.25,4.0,15,81,12,21,33,4,10,9,A,0,83.0,M,H,36406.0
0,11.0,4,26,2,15,15.0,12.25,8.92,13.5,17,127,14,35,82,6,17,35,A,1,73.0,M,U,31385.0
0,11.0,1,2,0,1,20.0,20.0,17.5,11.67,26,38,9,26,27,4,4,11,A,0,69.0,F,U,41176.0
0,11.0,4,11,2,8,5.0,14.75,15.0,7.5,18,89,12,43,72,5,20,29,A,1,83.0,M,H,31845.0
0,11.0,2,6,1,4,25.0,22.5,13.33,20.0,24,77,11,30,55,6,15,21,A,0,60.0,M,H,45825.0
1,11.0,3,10,6,7,8.0,6.13,5.8,6.0,21,41,12,30,34,6,16,15,S,1,42.0,M,H,37100.0
1,11.0,6,7,3,3,5.0,2.67,2.57,3.0,17,30,13,26,24,6,12,10,A,1,40.0,F,H,49122.0
1,11.0,3,11,6,6,9.0,8.2,7.91,7.17,18,33,14,31,30,6,15,13,S,1,73.0,M,U,31750.0
0,11.0,5,11,4,5,15.0,8.4,7.27,8.5,21,44,13,32,38,6,17,17,S,1,60.0,F,U,44284.5
0,11.0,3,9,1,5,9.0,7.75,6.0,7.71,17,131,12,42,116,5,18,45,S,1,66.0,F,H,29327.0
1,11.0,5,29,2,13,5.0,6.2,4.02,7.5,18,130,12,31,79,5,15,32,S,1,57.0,M,U,44284.5
1,11.0,4,12,2,8,10.0,18.75,17.75,17.5,16,113,14,36,74,6,17,32,S,1,60.0,F,U,27338.0
1,11.0,4,27,1,15,10.0,10.0,7.63,10.0,18,128,12,38,90,7,15,32,S,1,58.0,F,H,27338.0
1,11.0,3,12,1,4,15.0,26.33,13.33,11.0,19,123,8,24,46,4,12,16,A,0,53.0,F,H,25649.0
1,11.0,3,9,1,5,6.0,5.38,4.07,4.57,15,129,15,36,81,6,17,32,S,1,24.0,F,H,59705.0
1,11.0,5,6,3,4,16.0,16.4,15.33,12.67,22,41,12,33,34,6,16,15,A,1,55.0,F,H,59705.0
1,11.0,3,8,2,5,15.0,14.0,10.13,13.5,20,88,13,31,54,6,14,22,A,1,63.0,M,H,63034.0
1,11.0,3,6,0,2,25.0,15.0,10.83,11.67,18,45,15,36,40,6,6,16,S,1,40.0,F,U,44284.5
1,11.0,3,14,1,5,15.0,10.33,6.71,8.0,18,57,13,35,69,6,17,25,A,1,47.0,M,H,63034.0
0,11.0,0,1,0,0,15.0,0.0,15.0,11.67,22,22,9,29,14,5,3,5,N,0,60.0,F,U,49833.0
0,11.0,1,2,1,1,15.0,15.0,15.0,15.0,24,44,9,25,30,4,10,11,A,0,32.0,M,U,43019.0
0,11.0,3,6,2,3,13.0,11.67,7.67,12.0,16,93,10,22,33,5,10,12,A,0,86.0,F,H,40212.0
0,11.0,4,10,3,6,7.0,6.0,5.8,6.33,16,66,11,29,48,5,12,18,S,1,49.0,M,H,40212.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,69.0,F,H,40212.0
1,11.0,3,18,4,7,9.0,9.44,8.22,10.25,18,52,13,33,46,6,17,19,S,1,35.0,F,H,40212.0
1,11.0,2,3,2,2,10.0,6.5,11.0,6.5,21,28,12,25,23,6,12,10,A,0,50.0,F,H,40540.0
0,11.0,1,15,1,11,20.0,20.0,10.0,20.0,17,125,13,32,75,6,15,29,A,1,60.0,F,H,40540.0
0,11.0,4,5,3,3,11.0,6.5,6.2,7.0,24,39,11,31,32,6,15,14,A,1,48.0,M,H,51335.0
1,11.0,6,7,5,5,10.0,8.17,7.86,7.8,17,33,14,31,32,6,15,13,S,1,73.0,M,H,51335.0
1,11.0,3,8,2,6,16.0,17.0,13.5,15.5,24,122,12,31,63,6,16,29,A,0,46.0,F,H,47076.0
1,11.0,3,16,0,8,12.0,16.33,10.75,11.67,17,126,12,41,97,6,6,32,A,1,52.0,F,H,47076.0
0,11.0,2,10,1,4,0.0,12.5,11.2,15.0,18,65,12,29,81,5,14,18,A,0,59.0,F,H,60508.0
0,11.0,1,2,1,1,15.0,10.0,12.5,10.0,26,29,11,24,23,4,10,9,A,0,36.0,F,U,60508.0
0,11.0,1,1,1,1,25.0,25.0,25.0,11.0,17,17,11,16,14,5,7,6,F,0,67.0,M,H,41667.0
0,11.0,4,5,3,3,5.0,6.25,6.0,6.67,15,29,15,28,25,6,12,10,A,1,33.0,M,H,62010.0
1,11.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,29,13,4,6,5,F,0,60.0,F,U,44284.5
1,11.0,5,9,1,15,5.0,5.4,3.06,5.0,15,114,11,31,78,5,14,32,S,1,74.0,F,U,45069.0
0,11.0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,11,18,17,4,7,6,F,0,60.0,F,U,44284.5
1,11.0,3,13,1,6,28.0,27.0,19.92,11.0,15,93,13,34,69,5,15,26,L,1,43.0,F,U,57228.0
1,11.0,1,1,1,1,25.0,25.0,25.0,11.0,17,17,11,29,13,5,7,6,F,0,68.0,F,H,61219.0
0,11.0,2,7,0,3,25.0,22.5,15.0,11.67,26,74,11,31,55,5,5,19,A,1,32.0,F,H,42176.0
0,11.0,2,2,2,2,15.0,12.5,12.5,12.5,21,32,10,25,25,4,11,10,A,0,60.0,M,U,44284.5
0,11.0,2,5,1,2,15.0,13.5,11.6,15.0,24,44,12,34,38,6,17,17,A,0,73.0,M,U,19618.0
0,11.0,2,3,1,1,12.0,11.0,9.0,12.0,16,20,14,22,19,6,10,8,N,0,61.0,M,H,27121.0
1,11.0,4,17,3,6,5.0,9.0,8.35,8.67,17,76,12,29,71,5,21,28,S,1,35.0,F,U,31563.0
1,11.0,2,10,2,4,20.0,19.0,14.7,19.0,16,88,8,20,46,4,12,19,A,0,81.0,F,H,56157.0
0,11.0,1,1,1,1,15.0,15.0,15.0,15.0,24,24,12,17,15,5,7,6,N,0,77.0,M,H,56157.0
0,11.0,5,9,0,3,15.0,10.8,8.33,11.67,18,75,13,33,52,6,6,20,S,1,60.0,U,U,44284.5
1,11.0,1,1,1,1,25.0,25.0,25.0,11.0,15,15,11,29,13,5,7,6,F,0,54.0,F,H,56157.0
1,11.0,4,10,2,6,14.0,14.0,13.3,14.0,18,76,8,28,51,4,14,21,A,0,63.0,F,H,56157.0
1,11.0,2,21,2,11,10.0,10.0,8.62,10.0,24,120,12,32,78,5,15,31,A,1,64.0,F,H,40898.0
0,11.0,6,15,2,4,5.0,5.67,6.33,5.5,18,50,12,29,65,5,16,18,A,1,56.0,M,H,52444.0
1,11.0,6,9,2,11,10.0,7.5,7.26,6.5,18,105,12,29,111,5,19,33,S,1,80.0,M,U,56722.0
1,11.0,1,1,1,1,25.0,25.0,25.0,11.0,23,23,10,21,19,4,9,8,N,0,71.0,F,H,56722.0
0,11.0,7,14,3,7,15.0,11.86,8.64,11.0,15,64,14,33,52,6,15,21,A,1,84.0,F,H,27183.0
1,11.0,3,20,5,10,5.0,11.13,8.1,12.4,15,86,14,33,59,6,16,23,S,1,54.0,M,U,44284.5
0,11.0,3,3,2,2,20.0,20.0,20.0,20.0,19,33,13,31,28,6,14,12,A,0,49.0,M,H,27793.0
1,11.0,3,3,2,2,15.0,13.33,13.33,17.5,16,32,13,26,25,6,11,9,A,0,64.0,F,H,29646.0
1,11.0,3,3,2,2,17.0,13.0,13.0,11.0,18,33,11,29,28,5,13,12,A,0,60.0,M,U,44284.5
0,11.0,3,26,6,11,11.0,11.2,9.81,11.17,16,64,12,29,70,6,17,24,S,1,66.0,F,U,45337.0
1,11.0,5,24,3,8,13.0,11.8,5.17,13.67,18,128,12,22,58,4,14,27,S,1,69.0,F,H,29691.0
1,11.0,2,17,0,7,5.0,7.5,4.0,11.67,15,129,12,30,63,5,5,25,A,1,86.0,F,H,52041.0
0,11.0,4,6,2,3,10.0,9.25,8.17,9.5,16,53,13,33,41,6,15,16,A,0,60.0,U,U,44284.5
1,11.0,4,4,3,3,15.0,15.0,15.0,15.0,22,32,13,32,30,6,15,13,A,0,60.0,F,U,67553.0
0,11.0,2,3,2,2,16.0,13.0,13.67,13.0,17,24,12,25,26,5,4,5,E,0,60.0,F,U,44284.5
1,11.0,2,2,1,1,20.0,12.5,12.5,5.0,18,23,13,25,22,6,12,10,N,0,53.0,M,H,69871.0
1,11.0,3,9,6,16,19.0,19.38,19.43,19.17,19,105,14,33,77,6,17,27,S,1,48.0,F,U,63710.0
1,11.0,7,13,2,7,3.0,3.86,5.0,4.5,18,87,15,35,57,7,16,23,A,1,60.0,U,U,40759.0
1,11.0,4,15,2,9,10.0,10.0,7.73,10.0,21,90,13,29,61,6,13,24,S,1,71.0,M,U,57019.0
0,11.0,2,5,1,2,25.0,25.0,15.0,11.0,24,92,12,33,60,6,16,23,A,0,60.0,F,U,44284.5
1,11.0,3,19,6,9,3.0,4.38,3.58,4.67,18,74,13,30,50,6,16,21,S,1,60.0,M,U,47727.0
1,11.0,4,4,3,3,10.0,8.75,8.75,8.33,16,28,14,28,25,6,13,11,A,1,57.0,M,H,41487.0
0,11.0,2,15,1,9,10.0,20.0,14.6,20.0,18,119,14,32,74,6,14,28,S,1,65.0,M,H,41487.0
0,11.0,2,10,1,7,11.0,11.0,7.2,11.0,17,68,14,33,54,6,15,20,S,1,60.0,M,U,44284.5
1,11.0,7,24,1,13,5.0,4.14,3.38,4.14,21,130,11,29,66,5,15,27,S,1,42.0,F,H,54006.0
0,11.0,2,5,1,2,20.0,20.0,17.2,20.0,24,53,12,29,46,4,9,10,A,0,80.0,F,H,42103.0
1,11.0,3,11,1,7,11.0,9.67,6.64,11.0,17,113,14,33,63,6,15,27,A,1,53.0,M,H,35884.0
1,11.0,2,7,2,4,20.0,20.0,14.43,20.0,23,105,12,34,59,6,17,25,A,0,75.0,F,U,35884.0
1,11.0,2,17,1,11,10.0,7.5,5.0,10.0,21,128,11,29,73,4,12,28,A,1,51.0,F,U,33875.0
1,11.0,3,8,3,7,16.0,14.67,10.13,14.67,19,81,13,32,56,6,16,22,A,1,85.0,F,U,38385.0
